url,name,phone number,website,contact name,zipcode,state,city,typical job costs,license number,address,review,project_count,description,category_page_url
https://www.houzz.com/pro/info979011/pine-creek-construction,Pine Creek Construction,(717) 276-1840,http://www.pinecreekconstructionllc.com/,,,Pennsylvania,Elizabethville,,,Elizabethville,6,8,"Exceeding customer expectations now for over 28 years, we have well established our reputation as the general contractors building the better building time and time again. We're one of the industry's leading construction companies in the Pennsylvania, Maryland, and New York regions and offer storage and building solutions for nearly any application. With a wide variety of standard pole barns and buildings, garages, horse barns, and cabins to choose from, and our flexibility to build anything custom, we make a building for customers on nearly any budget. While we're usually comparable in price to other construction companies, or sometimes slightly more expensive, we can assure you that if you're paying less you're often getting less. When we build a building, it's done right.
Services Provided
Aluminum Siding, Asphalt Shingle Roofing, Barn Design & Construction, Carport Installation, Concrete Construction, Concrete Flooring, Deck Building, Foundation Construction, Garage Building, General Contracting, Metal Roofing, Pool House Design & Construction, Roof Installation, Roof Replacement, Shed Design & Construction, Siding Installation, Vinyl Siding, Pole Buildings, Horse Barns
Areas Served
Berrysburg, Dalmatia, Elizabethville, Gratz, Halifax, Herndon, Klingerstown, Lenkerville, Liverpool, Lykens, Millersburg, New Buffalo, Pillow, Spring Glen, Wiconisco, Williamstown, Pittsburgh, Harrisburg, State College, New York, Pennsylvania, Maryland
",https://www.houzz.com/professionals/general-contractor/c/Middletown--PA/d/10/p/1950
https://www.houzz.com/pro/earlweavercontractors/earl-weaver-contractors-llc,Earl Weaver Contractors LLC,(717) 814-3694,http://earlgweaver.com,Delmas Gehman,,17046,Lebanon,,1108,2564 S Pine Grove St,28,27,"Two words define our approach to each construction project: custom and excellence.
To us, custom means that from design to completion, your home is your signature—an expression of yourself. Decision by decision, our goal is to equip you to make informed choices, while always respecting your distinctive tastes and preferences.
Excellence expresses our concept of craftsmanship, quality and integrity. We build with a focus on quality components and premium skills, and our in-house crews ensure maximum service, options and quality control. What many contractors consider upgrades, we simply consider part of quality construction.
Why should you hire us? Find out here: https://youtu.be/yvpZyRQDklY
Services Provided
Custom Homes, Energy-Efficient Homes, Garage Building, Handicap-Accessible Design, Home Additions, Home Extensions, Home Remodeling, House Framing, New Home Construction, Site Preparation, Custom Cabinets, Deck Building, Door Installation, Tile Installation, Window Installation, Remodeling, Generac Standby Generators, Radiant Floor Heating, Heating, Air Conditioning, HVAC, Radiant Heating, Plumbing, Electrical Service
Areas Served
Annville, Avon, Bethel, Campbelltown, Cleona, Cornwall, Fort Indiantown Gap, Fredericksburg, Frystown, Hebron, Jonestown, Kleinfeltersville, Lebanon, Lebanon South, Mount Aetna, Mount Gretna, Mount Gretna Heights, Myerstown, Newmanstown, Ono, Palmdale, Palmyra, Pleasant Hill, Quentin, Rexmont, Richland, Rockwood, Sand Hill, Schaefferstown, Timber Hills, Sinking Spring, Wernersville, Robesonia, Leesport, Wyomissing, Pine Grove, Schuylkill Haven, Cressona, Pottsville, Tremont, Berks County, Schuylkill County, Berrysburg, Dauphin, Harrisburg, Hershey, Elizabethville, Grantville, Gratz, Halifax
Certifications and Awards
Home Advisor Top Rate, Home Advisor Elite Service, Best of Houzz 2015, Best of Houzz 2016, Best of Houzz 2017, Lead Safe Certified Firm (EPA), BBB Accredited Business
",https://www.houzz.com/professionals/general-contractor/c/Middletown--PA/d/10/p/1950
https://www.houzz.com/pro/williampennrenovation/william-penn-renovation-llc,William Penn Renovation LLC,(717) 210-5971,http://williampennrenovation.houzz.com,Mark Crisanti,,17090,SHERMANS DALE,$5000.00 - $100.000.00,PA002903,259 Burn Hill Rd,13,62,"William Penn Renovation llc. is a family operated business. We specialize in residential remodeling, renovation, and construction-addition.  We have over 100 years of combined experience in our industry.  As a one-stop shop, we are very comfortable designing and executing both interior and exterior projects.  From the drawings and permits, through all trades, including the HVAC and mechanicals, we truly do it all from the foundation to the roof.
Services Provided
Aluminum Siding, Asphalt Shingle Roofing, Attic Restoration, Baseboard Installation, Basement Remodeling, Brick Siding, Cedar Siding, Composition Roofing, Deck Building, Drywall Installation, Exterior Door Installation, General Contracting, Home Additions, Home Extensions, Home Remodeling, Metal Roofing, Porch Design & Construction, Roof Installation, Roof Replacement, Rubber Roofing, Siding Installation, Sliding Door Installation, Soffit Installation, Trim Work, Vinyl Siding, Wheelchair Ramp Installation, Window Installation, Window Replacement, Door Installation, Sunrooms, Screened Porches, Patio Construction, Pergola Design & Build
Areas Served
Carlisle, Duncannon, Elliottsburg, Landisburg, Mechanicsburg, New Bloomfield, New Germantown, New Kingstown, Plainfield, Schlusser, Shermans Dale, West Fairview, Harrisburg, Seven Valleys, York, Boiling Springs, Gettysburg, Manheim, Lewisberry, Dillsburg, Jacobus, Emigsville, Shrewsbury, Hummelstown, Hanover, Annville, Dallastown, New Cumberland, Etters, Linglestown
Certifications and Awards
Elite service provider for Home Advisor.  Super Service award winner for Angie's List. A-rated With the BBB. We are a member of the local, state and national chapters of the National Home Builders Association.
",https://www.houzz.com/professionals/general-contractor/c/Middletown--PA/d/10/p/1950
https://www.houzz.com/pro/williamjsnyder/william-snyder-construction,William Snyder Construction,(570) 471-5627,http://www.williamsnyderconstruction.com/,Bill Snyder,,18360,Stroudsburg,,,Stroudsburg,15,14,"Beautiful home design is the product of a team of professionals. William Snyder Construction can build your dream home one room at a time.
Each of our custom interiors begin with our on-staff design professional. Then we select the best builders, craftsmen and artisans to make your design a reality.
Quality is the result of doing things right. Bill Snyder takes extreme pride in the final work. He personally leads each team to make sure no corners are cut, the best materials are used, and the vision of the client comes to life.
William Snyder Construction is the result of talent, craftsmanship and more than 15 years’ experience.
Services Provided
Asphalt Shingle Roofing, Attic Restoration, Basement Remodeling, Bathroom Remodeling, Brick Masonry, Carport Installation, Custom Home Bars, Deck Building, Deck Repair, Garage Building, General Contracting, Green Building, Home Additions, Home Extensions, Home Remodeling, Kitchen Remodeling, Outdoor Kitchen Construction, Stone Masonry, Window Installation, Wine Cellar Installation
Areas Served
Analomink, Arlington Heights, Bangor, Bartonsville, Brodheadsville, Buck Hill Falls, Columbia, Delaware, Delaware Water Gap, East Bangor, East Stroudsburg, Effort, Emerald Lakes, Gilbert, Hainesburg, Henryville, Marshalls Creek, Minisink Hills, Mount Bethel, Mount Pocono, Parkside, Pen Argyl, Portland, Reeders, Roseto, Saylorsburg, Sciota, Scotrun, Shawnee On Delaware, Stroudsburg, Swiftwater, Tannersville, Wind Gap
",https://www.houzz.com/professionals/general-contractor/c/Middletown--PA/d/10/p/1950
https://www.houzz.com/pro/admin3879/a-1-general-contracting-llc,"A-1 General Contracting, LLC",(610) 379-3331,http://www.a-1gc.com,Sales Department,,Pennsylvania,Bangor,"$1,000 - 2 million",PA and NJ Licensed,Bangor,3,6,"From Concept to Completion
Our goal is to provide more than quality commercial building services. At A-1 General Contracting, LLC, we provide responsive services that lead to efficient designs and effectively completed projects. From the initial consultation to the completed project, we go above and beyond. Our designers, project managers, and build teams communicate on a daily basis, ensuring projects stay their course.
It is easy for you to notice our services are a little different. It's because of our commitment and level of engagement. Nothing is more important than doing our best. So, when you want your project done right, make sure to talk with us.
When it comes to construction and building services, second best doesn't cut it. A-1 General Contracting, LLC provides superior broad-based commercial construction services for industrial, private, and public clients. From design and build services to complete renovations, our company is unmatched in experience, resources, and skill.
Services Provided
Aluminum Siding, Asphalt Shingle Roofing, Cedar Siding, Composition Roofing, Exterior Door Installation, Fiber Cement Siding, Metal Roofing, Roof Flashing Installation, Roof Installation, Roof Replacement, Rubber Roofing, Siding Installation, Skylight Installation, Tar and Gravel Roofing, Tile Roofing, Torch Down Roofing, Vinyl Siding, Window Installation, Window Replacement
Areas Served
Bangor, New Jersey
Certifications and Awards
GAF Certified
ICC Contracting B License
Master Shingle Applicator
NARI
BBB
Owens Corning Preferred
Vinyl Siding Institute
",https://www.houzz.com/professionals/general-contractor/c/Middletown--PA/d/10/p/1950
https://www.houzz.com/pro/bobmcginty/lehigh-valley-interior-construction,Lehigh Valley Interior Construction,(610) 595-9126,http://buildwithlvic.com,Bob McGinty,,18036,Coopersburg,,PA096560,4310 W.Saucon Valley rd.,18,27,"Family owned and operated, Lehigh Valley Interior Construction specializes in interior remodeling and renovation. We excel in providing our customers with the best possible quality, in a prompt, professional manner. Our team of supervisors and talented craftsman have the unique ability to give our customers the expertise and attention to detail of a small company, while also providing the production capabilities of a large firm.
Creative and innovative solutions to the needs of you and your family has become one of the cornerstones of our residential division. We also realize that we are visitors in your home, and as such, need to be clean, prompt and courteous. We feel that every project, through a commitment to excellence, can be accomplished in a cost effective, high quality and timely manner. Our high level of customer referrals is a testament to this.
Give us a call today to schedule a complimentary design consultation and estimate.
Services Provided
3D Rendering, Backsplash Installation, Basement Remodeling, Bathroom Remodeling, Custom Walk-in Closets, Floor Plans, Home Additions, Home Extensions, Home Remodeling, Kitchen Remodeling, Basement Design, Bathroom Design, Kitchen Design
Areas Served
Allentown, Bally, Barto, Bethlehem, Center Valley, Coopersburg, Coplay, Dorneyville, Dublin, East Greenville, Easton, Emmaus, Fountain Hill, Freemansburg, Fullerton, Hellertown, Hereford, Kintnersville, Limeport, Macungie, Milford Square, Pennsburg, Perkasie, Quakertown, Red Hill, Richlandtown, Riegelsville, Spinnerstown, Trumbauersville, Wescosville, Zionsville
Certifications and Awards
""Best Home Remodeler"" of the Lehigh Valley 2015 & 2016 by Lehigh Valley Style Magazine
",https://www.houzz.com/professionals/general-contractor/c/Middletown--PA/d/10/p/1950
https://www.houzz.com/pro2/ajaymillergeneralcontractors0gmu86/jay-miller-general-contractors-inc,Jay Miller General Contractors  Inc,(908) 454-7307,,"Jay Miller, General Contractor",,08865,Phillipsburg,,,Phillipsburg,0,,"Is this your business?
With a free Houzz profile, you can:
",https://www.houzz.com/professionals/general-contractor/c/Middletown--PA/d/10/p/1935
https://www.houzz.com/pro2/mortonbuildings5wz6qu/morton-buildings---phillipsburg,Morton Buildings - Phillipsburg,(908) 454-5354,,,,08865,Phillipsburg,,,State Highway 57 N,0,,"Is this your business?
With a free Houzz profile, you can:
",https://www.houzz.com/professionals/general-contractor/c/Middletown--PA/d/10/p/1935
https://www.houzz.com/pro2/badmanconstructioninc/badman-construction-inc,Badman Construction  Inc,(610) 847-2523,http://BADMANCONSTRUCTION.COM,"Steven Badman, Owner",,18930,Kintnersville,,,PO Box 53,0,,"Is this your business?
With a free Houzz profile, you can:
",https://www.houzz.com/professionals/general-contractor/c/Middletown--PA/d/10/p/1935
https://www.houzz.com/pro2/bauernschmittconstructioncompany/bauernschmitt-construction-company,Bauernschmitt Construction Company,(610) 346-8145,http://BAUERNSCHMITTCONSTRUCTION.COM,"George Bauernschmitt, Owner",,18930,Kintnersville,,,1323 Reed Ln,0,,"Is this your business?
With a free Houzz profile, you can:
",https://www.houzz.com/professionals/general-contractor/c/Middletown--PA/d/10/p/1935
https://www.houzz.com/pro2/nvrryanhomescoopersburgsalesoffice149532/nvr-ryan-homes-coopersburg-sales-office,Nvr Ryan Homes Coopersburg Sales Office,(484) 863-1033,,,,18036,Coopersburg,,,6250 Trolley Stop Ln,0,,"Is this your business?
With a free Houzz profile, you can:
",https://www.houzz.com/professionals/general-contractor/c/Middletown--PA/d/10/p/1935
https://www.houzz.com/pro2/reinhardtawningco623311/reinhardt-awning-co,REINHARDT AWNING CO,(610) 965-2544,http://reinhardtawning.com,"Neil Reinhardt, Manager",,18049,Emmaus,,,550 Dalton St,0,,"Is this your business?
With a free Houzz profile, you can:
",https://www.houzz.com/professionals/general-contractor/c/Middletown--PA/d/10/p/1935
https://www.houzz.com/pro2/contractorrajbala3fwzt1/contractor-rajbala,Contractor Rajbala,(610) 433-1709,,,,18104,Allentown,,,920 N 28th St,0,,"Is this your business?
With a free Houzz profile, you can:
",https://www.houzz.com/professionals/general-contractor/c/Middletown--PA/d/10/p/1935
https://www.houzz.com/pro2/willardhgerhartsonsinc52e3fx/willard-h-gerhart-sons-inc,Willard H Gerhart & Sons Inc,(610) 965-4528,,"John Gerhart, President",,18036,Coopersburg,,,6036 Limeport Pike,0,,"Is this your business?
With a free Houzz profile, you can:
",https://www.houzz.com/professionals/general-contractor/c/Middletown--PA/d/10/p/1935
https://www.houzz.com/pro2/gerhartwillardhsonsinc/gerhart-willard-h-sons-inc,Gerhart Willard H & Sons Inc,(610) 392-6045,,"John Gerhardt, President",,18036,Coopersburg,,,6036 Limeport Pike,0,,"Is this your business?
With a free Houzz profile, you can:
",https://www.houzz.com/professionals/general-contractor/c/Middletown--PA/d/10/p/1935
https://www.houzz.com/pro2/ketzmetrog2lkzz3/ketz-metro-g,Ketz Metro G,(610) 791-3782,,,,18103,Allentown,,,3012 Salisbury Dr,0,,"Is this your business?
With a free Houzz profile, you can:
",https://www.houzz.com/professionals/general-contractor/c/Middletown--PA/d/10/p/1935
https://www.houzz.com/pro2/tepesconstructionco853498/tepes-construction-co,Tepes Construction Co,(610) 262-7022,http://www.tepesconstruction.com,,,18067,Northampton,,,3224 Center Rd,0,,"Is this your business?
With a free Houzz profile, you can:
",https://www.houzz.com/professionals/general-contractor/c/Middletown--PA/d/10/p/1935
https://www.houzz.com/pro2/jpgconstruction38hcxz/j-p-g-construction,J P G Construction,(610) 262-4984,,,,18067,Northampton,,,3228 Cherryville Rd,0,,"Is this your business?
With a free Houzz profile, you can:
",https://www.houzz.com/professionals/general-contractor/c/Middletown--PA/d/10/p/1935
https://www.houzz.com/pro2/jpgconstruction0d9ixw/j-p-g-construction,J P G Construction,(610) 262-4984,,,,18067,Northampton,,,3228 Cherryville Rd,0,,"Is this your business?
With a free Houzz profile, you can:
",https://www.houzz.com/professionals/general-contractor/c/Middletown--PA/d/10/p/1935
https://www.houzz.com/pro2/johngruvercontractore2e399e/john-gruver-contractor,John Gruver Contractor,(610) 346-6299,,,,18930,Kintnersville,,,2426 Stony Garden Rd,0,,"Is this your business?
With a free Houzz profile, you can:
",https://www.houzz.com/professionals/general-contractor/c/Middletown--PA/d/10/p/1935
https://www.houzz.com/pro/bobmcginty/lehigh-valley-interior-construction,Lehigh Valley Interior Construction,(610) 595-9126,http://buildwithlvic.com,Bob McGinty,,18036,Coopersburg,,PA096560,4310 W.Saucon Valley rd.,18,27,"Family owned and operated, Lehigh Valley Interior Construction specializes in interior remodeling and renovation. We excel in providing our customers with the best possible quality, in a prompt, professional manner. Our team of supervisors and talented craftsman have the unique ability to give our customers the expertise and attention to detail of a small company, while also providing the production capabilities of a large firm.
Creative and innovative solutions to the needs of you and your family has become one of the cornerstones of our residential division. We also realize that we are visitors in your home, and as such, need to be clean, prompt and courteous. We feel that every project, through a commitment to excellence, can be accomplished in a cost effective, high quality and timely manner. Our high level of customer referrals is a testament to this.
Give us a call today to schedule a complimentary design consultation and estimate.
Services Provided
3D Rendering, Backsplash Installation, Basement Remodeling, Bathroom Remodeling, Custom Walk-in Closets, Floor Plans, Home Additions, Home Extensions, Home Remodeling, Kitchen Remodeling, Basement Design, Bathroom Design, Kitchen Design
Areas Served
Allentown, Bally, Barto, Bethlehem, Center Valley, Coopersburg, Coplay, Dorneyville, Dublin, East Greenville, Easton, Emmaus, Fountain Hill, Freemansburg, Fullerton, Hellertown, Hereford, Kintnersville, Limeport, Macungie, Milford Square, Pennsburg, Perkasie, Quakertown, Red Hill, Richlandtown, Riegelsville, Spinnerstown, Trumbauersville, Wescosville, Zionsville
Certifications and Awards
""Best Home Remodeler"" of the Lehigh Valley 2015 & 2016 by Lehigh Valley Style Magazine
",https://www.houzz.com/professionals/general-contractor/c/Middletown--PA/d/10/p/1935
https://www.houzz.com/pro/earlweavercontractors/earl-weaver-contractors-llc,Earl Weaver Contractors LLC,(717) 814-3694,http://earlgweaver.com,Delmas Gehman,,17046,Lebanon,,1108,2564 S Pine Grove St,28,27,"Two words define our approach to each construction project: custom and excellence.
To us, custom means that from design to completion, your home is your signature—an expression of yourself. Decision by decision, our goal is to equip you to make informed choices, while always respecting your distinctive tastes and preferences.
Excellence expresses our concept of craftsmanship, quality and integrity. We build with a focus on quality components and premium skills, and our in-house crews ensure maximum service, options and quality control. What many contractors consider upgrades, we simply consider part of quality construction.
Why should you hire us? Find out here: https://youtu.be/yvpZyRQDklY
Services Provided
Custom Homes, Energy-Efficient Homes, Garage Building, Handicap-Accessible Design, Home Additions, Home Extensions, Home Remodeling, House Framing, New Home Construction, Site Preparation, Custom Cabinets, Deck Building, Door Installation, Tile Installation, Window Installation, Remodeling, Generac Standby Generators, Radiant Floor Heating, Heating, Air Conditioning, HVAC, Radiant Heating, Plumbing, Electrical Service
Areas Served
Annville, Avon, Bethel, Campbelltown, Cleona, Cornwall, Fort Indiantown Gap, Fredericksburg, Frystown, Hebron, Jonestown, Kleinfeltersville, Lebanon, Lebanon South, Mount Aetna, Mount Gretna, Mount Gretna Heights, Myerstown, Newmanstown, Ono, Palmdale, Palmyra, Pleasant Hill, Quentin, Rexmont, Richland, Rockwood, Sand Hill, Schaefferstown, Timber Hills, Sinking Spring, Wernersville, Robesonia, Leesport, Wyomissing, Pine Grove, Schuylkill Haven, Cressona, Pottsville, Tremont, Berks County, Schuylkill County, Berrysburg, Dauphin, Harrisburg, Hershey, Elizabethville, Grantville, Gratz, Halifax
Certifications and Awards
Home Advisor Top Rate, Home Advisor Elite Service, Best of Houzz 2015, Best of Houzz 2016, Best of Houzz 2017, Lead Safe Certified Firm (EPA), BBB Accredited Business
",https://www.houzz.com/professionals/general-contractor/c/Middletown--PA/d/10/p/1935
https://www.houzz.com/pro/manuel-perez63/gima-general-contractor,GIMA General Contractor,(570) 600-1495,http://www.gimahomeimprovement.com,Giovanna,,18610,BLAKESLEE,,PA133531,BLAKESLEE,,10,"GIMA General Contractor, is locally owned and operated company, based out of Blakeslee, PA. If you are looking for a prompt, professional and reputable company to tackle your next project, give us a call today to schedule your free estimate.
Services Provided
Asphalt Shingle Roofing, Attic Conversion, Attic Restoration, Barn Design & Construction, Baseboard Installation, Basement Remodeling, Basement Waterproofing, Bathroom Remodeling, Concrete Flooring, Countertop Installation, Crown Molding Installation, Deck Building, Deck Repair, Demolition, Drywall Installation, Drywall Texturing, Electric Fireplace Installation, Exterior Door Installation, Fiber Cement Siding, Fireplace Installation, Floor Leveling, Flooring Installation, Foundation Construction, Foundation Repair, Garage Building, Gas Fireplace Installation, General Contracting, Home Additions, Home Extensions, Home Gym Design & Construction, Home Remodeling, House Framing, Insulation Installation, Kitchen Remodeling, Laminate Flooring Installation, Lighting Installation, Linoleum Flooring Installation, New Home Construction, Outdoor Kitchen Construction, Porch Design & Construction, Radiant Floor Heating, Roof Installation, Roof Repair, Roof Replacement, Shed Design & Construction, Shower Installation, Siding Installation, Siding Repair, Skylight Installation, Commerical Contracting
Areas Served
Albrightsville, Bear Creek, Blakeslee, Brodheadsville, Effort, Emerald Lakes, Gilbert, Holiday Pocono, Indian Mountain Lake, Lake Harmony, Long Pond, Mount Pocono, Pocono Lake, Pocono Lake Preserve, Pocono Manor, Pocono Pines, Pocono Summit, Reeders, Sun Valley, Swiftwater, Tobyhanna, Towamensing Trails, stroudsburg, easton, kunkletown, East Stroudsburg
",https://www.houzz.com/professionals/general-contractor/c/Middletown--PA/d/10/p/1935
https://www.houzz.com/pro/sdime98/jr-and-seniors-home-repair,Jr & Seniors Home Repair,(717) 356-9569,https://www.facebook.com/JRandseniors/,Rob Phelan,,Pennsylvania,Harrisburg,,,Harrisburg,,2,"We are a family owned home repair business ready to take on any challenge no matter how big or small we can handle it all. Just give us a call.
Services Provided
Aluminum Siding, Asphalt Shingle Roofing, Attic Conversion, Barn Design & Construction, Baseboard Installation, Basement Remodeling, Basement Waterproofing, Bathroom Remodeling, Brick Masonry, Brick Siding, Cedar Siding, Composition Roofing, Concrete Construction, Concrete Flooring, Countertop Installation, Crown Molding Installation, Custom Home Bars, Deck Building, Deck Repair, Demolition, Drywall Texturing, Fireplace Installation, Flooring Installation, Garage Building, General Contracting, Home Extensions, Home Remodeling, Kitchen Remodeling, Lighting Installation, Masonry, Metal Roofing, Outdoor Kitchen Construction, Porch Design & Construction, Roof Flashing Installation, Roof Repair, Roof Replacement, Shed Design & Construction, Shower Installation, Siding Installation, Siding Repair, Slate Roofing, Staircase Design, Stone Masonry, Stucco Installation, Stucco Repair, Thatched Roofing, Tile Installation, Tile Roofing, Vinyl Flooring Installation, Wood Floor Installation
Areas Served
Bowmansdale, Bressler, Camp Hill, Colonial Park, Dauphin, Duncannon, Enhaut, Enola, Etters, Falmouth, Goldsboro, Grantham, Harrisburg, Highspire, Hummelstown, Lawnton, Lemoyne, Lewisberry, Linglestown, Lower Allen, Marysville, Mechanicsburg, Middletown, New Cumberland, New Market, Oberlin, Paxtang, Paxtonia, Penbrook, Progress, Royalton, Rutherford, Shiremanstown, Skyline View, Steelton, Summerdale, Valley Green, West Fairview, Wormleysburg
",https://www.houzz.com/professionals/general-contractor/c/Middletown--PA/d/10/p/1935
https://www.houzz.com/pro/admin3879/a-1-general-contracting-llc,"A-1 General Contracting, LLC",(610) 379-3331,http://www.a-1gc.com,Sales Department,,Pennsylvania,Bangor,"$1,000 - 2 million",PA and NJ Licensed,Bangor,3,6,"From Concept to Completion
Our goal is to provide more than quality commercial building services. At A-1 General Contracting, LLC, we provide responsive services that lead to efficient designs and effectively completed projects. From the initial consultation to the completed project, we go above and beyond. Our designers, project managers, and build teams communicate on a daily basis, ensuring projects stay their course.
It is easy for you to notice our services are a little different. It's because of our commitment and level of engagement. Nothing is more important than doing our best. So, when you want your project done right, make sure to talk with us.
When it comes to construction and building services, second best doesn't cut it. A-1 General Contracting, LLC provides superior broad-based commercial construction services for industrial, private, and public clients. From design and build services to complete renovations, our company is unmatched in experience, resources, and skill.
Services Provided
Aluminum Siding, Asphalt Shingle Roofing, Cedar Siding, Composition Roofing, Exterior Door Installation, Fiber Cement Siding, Metal Roofing, Roof Flashing Installation, Roof Installation, Roof Replacement, Rubber Roofing, Siding Installation, Skylight Installation, Tar and Gravel Roofing, Tile Roofing, Torch Down Roofing, Vinyl Siding, Window Installation, Window Replacement
Areas Served
Bangor, New Jersey
Certifications and Awards
GAF Certified
ICC Contracting B License
Master Shingle Applicator
NARI
BBB
Owens Corning Preferred
Vinyl Siding Institute
",https://www.houzz.com/professionals/general-contractor/c/Middletown--PA/d/10/p/1935
https://www.houzz.com/pro/williamjsnyder/william-snyder-construction,William Snyder Construction,(570) 471-5627,http://www.williamsnyderconstruction.com/,Bill Snyder,,18360,Stroudsburg,,,Stroudsburg,15,14,"Beautiful home design is the product of a team of professionals. William Snyder Construction can build your dream home one room at a time.
Each of our custom interiors begin with our on-staff design professional. Then we select the best builders, craftsmen and artisans to make your design a reality.
Quality is the result of doing things right. Bill Snyder takes extreme pride in the final work. He personally leads each team to make sure no corners are cut, the best materials are used, and the vision of the client comes to life.
William Snyder Construction is the result of talent, craftsmanship and more than 15 years’ experience.
Services Provided
Asphalt Shingle Roofing, Attic Restoration, Basement Remodeling, Bathroom Remodeling, Brick Masonry, Carport Installation, Custom Home Bars, Deck Building, Deck Repair, Garage Building, General Contracting, Green Building, Home Additions, Home Extensions, Home Remodeling, Kitchen Remodeling, Outdoor Kitchen Construction, Stone Masonry, Window Installation, Wine Cellar Installation
Areas Served
Analomink, Arlington Heights, Bangor, Bartonsville, Brodheadsville, Buck Hill Falls, Columbia, Delaware, Delaware Water Gap, East Bangor, East Stroudsburg, Effort, Emerald Lakes, Gilbert, Hainesburg, Henryville, Marshalls Creek, Minisink Hills, Mount Bethel, Mount Pocono, Parkside, Pen Argyl, Portland, Reeders, Roseto, Saylorsburg, Sciota, Scotrun, Shawnee On Delaware, Stroudsburg, Swiftwater, Tannersville, Wind Gap
",https://www.houzz.com/professionals/general-contractor/c/Middletown--PA/d/10/p/1935
https://www.houzz.com/pro/williampennrenovation/william-penn-renovation-llc,William Penn Renovation LLC,(717) 210-5971,http://williampennrenovation.houzz.com,Mark Crisanti,,17090,SHERMANS DALE,$5000.00 - $100.000.00,PA002903,259 Burn Hill Rd,13,62,"William Penn Renovation llc. is a family operated business. We specialize in residential remodeling, renovation, and construction-addition.  We have over 100 years of combined experience in our industry.  As a one-stop shop, we are very comfortable designing and executing both interior and exterior projects.  From the drawings and permits, through all trades, including the HVAC and mechanicals, we truly do it all from the foundation to the roof.
Services Provided
Aluminum Siding, Asphalt Shingle Roofing, Attic Restoration, Baseboard Installation, Basement Remodeling, Brick Siding, Cedar Siding, Composition Roofing, Deck Building, Drywall Installation, Exterior Door Installation, General Contracting, Home Additions, Home Extensions, Home Remodeling, Metal Roofing, Porch Design & Construction, Roof Installation, Roof Replacement, Rubber Roofing, Siding Installation, Sliding Door Installation, Soffit Installation, Trim Work, Vinyl Siding, Wheelchair Ramp Installation, Window Installation, Window Replacement, Door Installation, Sunrooms, Screened Porches, Patio Construction, Pergola Design & Build
Areas Served
Carlisle, Duncannon, Elliottsburg, Landisburg, Mechanicsburg, New Bloomfield, New Germantown, New Kingstown, Plainfield, Schlusser, Shermans Dale, West Fairview, Harrisburg, Seven Valleys, York, Boiling Springs, Gettysburg, Manheim, Lewisberry, Dillsburg, Jacobus, Emigsville, Shrewsbury, Hummelstown, Hanover, Annville, Dallastown, New Cumberland, Etters, Linglestown
Certifications and Awards
Elite service provider for Home Advisor.  Super Service award winner for Angie's List. A-rated With the BBB. We are a member of the local, state and national chapters of the National Home Builders Association.
",https://www.houzz.com/professionals/general-contractor/c/Middletown--PA/d/10/p/1935
https://www.houzz.com/pro/info979011/pine-creek-construction,Pine Creek Construction,(717) 276-1840,http://www.pinecreekconstructionllc.com/,,,Pennsylvania,Elizabethville,,,Elizabethville,6,8,"Exceeding customer expectations now for over 28 years, we have well established our reputation as the general contractors building the better building time and time again. We're one of the industry's leading construction companies in the Pennsylvania, Maryland, and New York regions and offer storage and building solutions for nearly any application. With a wide variety of standard pole barns and buildings, garages, horse barns, and cabins to choose from, and our flexibility to build anything custom, we make a building for customers on nearly any budget. While we're usually comparable in price to other construction companies, or sometimes slightly more expensive, we can assure you that if you're paying less you're often getting less. When we build a building, it's done right.
Services Provided
Aluminum Siding, Asphalt Shingle Roofing, Barn Design & Construction, Carport Installation, Concrete Construction, Concrete Flooring, Deck Building, Foundation Construction, Garage Building, General Contracting, Metal Roofing, Pool House Design & Construction, Roof Installation, Roof Replacement, Shed Design & Construction, Siding Installation, Vinyl Siding, Pole Buildings, Horse Barns
Areas Served
Berrysburg, Dalmatia, Elizabethville, Gratz, Halifax, Herndon, Klingerstown, Lenkerville, Liverpool, Lykens, Millersburg, New Buffalo, Pillow, Spring Glen, Wiconisco, Williamstown, Pittsburgh, Harrisburg, State College, New York, Pennsylvania, Maryland
",https://www.houzz.com/professionals/general-contractor/c/Middletown--PA/d/10/p/1935
https://www.houzz.com/pro2/benedictconstruction59e0494/benedict-construction,Benedict Construction,(610) 847-8860,,,,18930,Kintnersville,,,2519 Church Ln,0,,"Is this your business?
With a free Houzz profile, you can:
",https://www.houzz.com/professionals/general-contractor/c/Middletown--PA/d/10/p/1920
https://www.houzz.com/pro2/marksokolgeneralcontractor492bc50/mark-sokol-general-contractor,"Mark Sokol, General Contractor",(267) 372-2419,,"Mark Sokol,",,18930,Kintnersville,,,4382 Durham Road,0,,"Is this your business?
With a free Houzz profile, you can:
",https://www.houzz.com/professionals/general-contractor/c/Middletown--PA/d/10/p/1920
https://www.houzz.com/pro2/lowes0zur15/lowes---phillipsburg,Lowe's - Phillipsburg,(908) 213-3047,http://LOWES.COM,"Bob Williams, Manager",,08865,Phillipsburg,,,1325 US Highway 22,0,,"Is this your business?
With a free Houzz profile, you can:
",https://www.houzz.com/professionals/general-contractor/c/Middletown--PA/d/10/p/1920
